workerid	Answer.gender	Answer.age	Answer.income	Answer.nativeLanguage	Answer.orders	Answer.personAs	Answer.personBs	Answer.foods	Answer.totalQuants	Answer.eatenQuants	Answer.preciseEatenQuants	Answer.affects
A7RFAI3F0XWCT	F	35	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Emma,Nancy,Bob,Tom,Winston,Nathan,Robert,Victor,Frank,Jake,Patrick,Kevin,David,Albert,Lena,Diana,Larry,Grace,Cathy,Olga,Henry,Victoria	Fiona,Yvonne,Steven,Ivan,Wendy,Jane,Patty,Heather,Calvin,George,Oliver,Ann,Zack,Kathy,Mary,Matt,Edward,Tracy,Barbara,Rebecca,Stephanie,Iris	pies,M&M's,blueberries,bananas,strawberries,M&M's,blueberries,M&M's,cookies,bananas,pies,M&M's,bananas,M&M's,cookies,bananas,bananas,M&M's,blueberries,pies,M&M's,cookies	10,10,100,100,100,100,100,10,100,10,100,100,10,100,10,100,100,10,100,10,10,100	0,5,8,4,0,2,0,1,5,2,5,4,10,3,0,5,6,7,2,10,2,7	0,5,89,42,1,21,9,1,54,2,52,43,10,33,0,57,62,7,26,10,2,73	0.25,0,0.575,1,0,0,0,0.125,0.75,0.25,1,0.25,0.9,0.1,0.15,0.975,0.95,0.25,0.225,1,0.05,0.8
A14YPX0TMDSPTM	M	45	6	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Robert,Mary,Victor,Frank,Jane,Rebecca,Bob,Heather,Yvonne,Diana,Patty,Emma,Winston,Stephanie,Tom,Fiona,Matt,Grace,Victoria,Olga,Iris,Ann	Barbara,Wendy,Cathy,Oliver,Nancy,Albert,Lena,Kathy,Henry,Larry,David,Calvin,Jake,Ivan,Tracy,Nathan,Edward,George,Patrick,Steven,Zack,Kevin	blueberries,strawberries,pies,blueberries,bananas,blueberries,strawberries,bananas,pies,M&M's,blueberries,cookies,M&M's,M&M's,blueberries,blueberries,cookies,strawberries,cookies,strawberries,M&M's,strawberries	100,10,100,10,100,10,10,10,10,10,100,10,10,100,100,10,100,10,100,10,10,10	3,8,2,9,4,2,5,1,6,2,8,7,6,2,7,8,8,9,7,2,10,10	37,8,23,9,43,2,5,1,6,2,86,7,6,24,73,8,87,9,71,2,10,10	0.25,0.75,1,0.5,0.75,0,0.25,0,0.625,0,0.85,0.75,0.625,0.275,0.75,0.65,0.25,0.875,0.925,0.05,1,0.975
A3BPDIJAL638N8	F	45	0	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Oliver,Emma,Cathy,Edward,Nancy,Matt,Nathan,Kathy,Victoria,Zack,Mary,Barbara,Kevin,Jake,Rebecca,Diana,Patty,Grace,Winston,Larry,Fiona,Lena	George,Victor,Ann,Ivan,Tom,Patrick,Albert,Bob,Wendy,David,Iris,Jane,Robert,Yvonne,Stephanie,Frank,Olga,Tracy,Heather,Henry,Steven,Calvin	bananas,cookies,cookies,blueberries,pies,pies,pies,pies,blueberries,M&M's,M&M's,bananas,strawberries,M&M's,cookies,M&M's,strawberries,pies,pies,bananas,pies,pies	10,10,100,100,100,100,100,100,10,10,10,10,100,10,100,100,10,10,10,10,100,10	4,2,8,2,3,8,5,7,7,10,9,0,1,2,5,8,1,7,0,8,9,3	4,2,86,25,37,85,50,77,7,10,9,0,10,2,59,82,1,7,0,8,93,3	0.55,0.25,0.575,0.2,1,1,1,1,0.125,0.925,0.925,0.15,0.4,0.15,1,1,0,0.85,0.375,0.8,1,0.75
A37ECOJBARCWZP	F	25	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Iris,Matt,Nathan,Ann,Heather,Rebecca,Bob,Diana,Mary,Ivan,Stephanie,Wendy,Victor,Grace,Albert,Henry,Calvin,Patrick,Olga,Larry,Yvonne,Jane	Winston,Cathy,Tracy,Lena,Tom,Victoria,Nancy,Zack,Kathy,Edward,Steven,Frank,Robert,Barbara,David,Patty,Fiona,Kevin,George,Oliver,Emma,Jake	pies,M&M's,blueberries,strawberries,M&M's,cookies,bananas,cookies,strawberries,pies,pies,M&M's,pies,blueberries,pies,strawberries,M&M's,M&M's,cookies,strawberries,bananas,blueberries	100,100,10,10,100,10,100,10,100,10,10,100,100,100,10,10,10,10,100,10,10,100	8,1,7,8,5,2,8,10,3,8,7,0,9,8,10,0,10,8,4,3,9,4	87,15,7,8,56,2,84,10,39,8,7,4,93,85,10,0,10,8,46,3,9,46	1,0.275,0,0,0.8,0.1,1,1,0.8,1,1,0,1,1,1,0,0.65,1,0.975,0,0.95,0.775
A2YIEPQOATHN31	F	55	4	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Olga,Tracy,Fiona,Grace,Yvonne,Frank,Bob,Robert,Edward,Cathy,Ann,Emma,Ivan,David,Henry,Jake,Winston,Mary,Matt,Patrick,Nancy,Zack	Victor,Calvin,Patty,Oliver,Stephanie,Tom,Larry,Rebecca,Nathan,Steven,Victoria,Wendy,Heather,Lena,Diana,Iris,Albert,Barbara,Jane,Kathy,Kevin,George	bananas,M&M's,blueberries,cookies,pies,bananas,strawberries,M&M's,M&M's,strawberries,bananas,bananas,strawberries,pies,cookies,pies,pies,blueberries,M&M's,bananas,pies,strawberries	10,100,100,10,10,100,10,100,100,100,100,10,100,100,100,10,10,10,100,100,10,10	10,7,9,0,0,5,6,6,0,3,6,6,9,8,0,3,5,2,4,2,7,8	10,73,93,0,0,57,6,66,6,36,69,6,91,89,0,3,5,2,42,25,7,8	0.75,0.75,0.25,0.25,0,0.225,0.075,0.375,0,0.3,0.375,0.425,0.675,1,0,0.375,0.425,0,0.375,0.35,0.675,0.575
A219VCQZADQ45W	F	65	6	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Emma,Victoria,Kathy,Calvin,Wendy,David,Grace,Yvonne,Oliver,Lena,Patrick,Diana,Albert,Edward,Patty,Heather,Tom,Zack,Jane,Olga,Jake,Kevin	Ivan,Frank,Victor,Fiona,Mary,Larry,Ann,Stephanie,Tracy,Barbara,Bob,Rebecca,Henry,Nancy,George,Iris,Steven,Cathy,Nathan,Matt,Robert,Winston	M&M's,blueberries,cookies,pies,bananas,strawberries,pies,M&M's,cookies,blueberries,bananas,bananas,strawberries,strawberries,M&M's,pies,cookies,bananas,blueberries,cookies,strawberries,pies	10,100,10,10,100,10,100,10,10,10,10,10,100,100,10,10,100,100,100,10,100,10	8,2,8,8,7,8,3,9,3,2,7,6,4,1,1,5,8,2,0,1,10,0	8,23,8,8,72,8,33,9,3,2,7,6,47,12,1,5,89,21,7,1,100,0	0.5,0.75,0.75,0.775,0.975,0.75,0.95,0.75,0.275,0.225,0.9,0.925,0.875,0.5,0.225,0.725,0.975,0.925,0.225,0.075,1,0.05
A10VSODCQEYZDJ	F	66	8	ENGLISH	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Zack,Patrick,Calvin,Fiona,George,Robert,Tracy,Larry,Kevin,Victor,Steven,Rebecca,Wendy,Kathy,Ivan,Diana,Henry,Barbara,Grace,Ann,Jake,Tom	Yvonne,Jane,Stephanie,Iris,Lena,Frank,Edward,Matt,Albert,Heather,Patty,Olga,Mary,Winston,Nathan,Cathy,Victoria,David,Bob,Oliver,Nancy,Emma	pies,cookies,pies,M&M's,cookies,pies,pies,bananas,strawberries,bananas,blueberries,pies,pies,bananas,blueberries,blueberries,cookies,pies,strawberries,strawberries,bananas,bananas	100,100,10,10,10,100,100,10,10,100,10,100,10,100,100,100,10,10,100,10,100,10	2,0,0,3,7,8,0,8,1,0,8,6,8,7,2,9,2,10,2,9,5,6	25,2,0,3,7,82,5,8,1,6,8,69,8,79,26,93,2,10,21,9,59,6	0.5,0.025,0,0.25,0.75,0.75,0.25,0.75,0,0.25,0.25,0.75,0.725,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.75,0.725
A10UR72HPV8XGH	M	35	0	English 	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Emma,Frank,Winston,Tom,Henry,Kathy,Victor,George,Steven,Mary,David,Robert,Kevin,Diana,Heather,Patrick,Stephanie,Ivan,Patty,Jake,Barbara,Calvin	Fiona,Oliver,Lena,Nathan,Victoria,Wendy,Edward,Ann,Grace,Cathy,Larry,Zack,Olga,Jane,Yvonne,Bob,Albert,Tracy,Nancy,Matt,Iris,Rebecca	bananas,pies,M&M's,pies,M&M's,bananas,blueberries,cookies,strawberries,bananas,blueberries,M&M's,strawberries,M&M's,M&M's,blueberries,pies,bananas,strawberries,cookies,blueberries,blueberries	100,10,100,10,10,100,100,100,100,10,10,10,10,100,10,100,100,10,100,10,10,100	7,9,8,1,5,0,1,7,5,0,3,7,9,10,9,7,7,8,7,7,4,9	77,9,82,1,5,2,12,72,53,0,3,7,9,100,9,71,77,8,75,7,4,97	0.025,0,0.975,0.225,0.975,0.975,1,0.975,0.5,0,0,0,0.25,0.975,0.75,0.725,0.25,0.5,0.5,0,0,0.725
AM15IVWCYJQG2	F	35	10	English 	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Nathan,Robert,Stephanie,Albert,Patrick,Jake,Ivan,Diana,Bob,Fiona,Grace,Matt,Edward,Olga,George,Kathy,Henry,Steven,Jane,Barbara,Tracy,David	Kevin,Lena,Oliver,Calvin,Iris,Patty,Frank,Ann,Rebecca,Wendy,Zack,Tom,Victor,Heather,Victoria,Cathy,Winston,Larry,Emma,Mary,Nancy,Yvonne	blueberries,cookies,strawberries,cookies,M&M's,strawberries,pies,M&M's,bananas,M&M's,cookies,strawberries,cookies,pies,pies,strawberries,strawberries,bananas,M&M's,blueberries,M&M's,blueberries	10,100,10,10,10,10,100,100,100,100,10,100,100,100,10,10,100,10,100,100,10,100	1,8,3,1,10,1,1,6,4,4,10,1,5,8,4,10,6,5,5,7,8,8	1,86,3,1,10,1,12,69,49,45,10,13,55,84,4,10,62,5,51,76,8,85	0.85,0.275,0.5,1,0,0.525,0.575,0.375,0.425,0.55,0,0.8,0.425,0.15,0.4,0,0.375,0.5,0.475,0.325,0.375,0.15
A634GJ5ROTMIN	F	45	6	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Emma,Heather,Fiona,Calvin,Ann,Iris,Oliver,Ivan,Victoria,Frank,Patrick,George,Diana,Kevin,Jane,Cathy,Barbara,Edward,David,Robert,Jake,Patty	Henry,Grace,Victor,Albert,Olga,Nancy,Bob,Yvonne,Steven,Mary,Kathy,Larry,Stephanie,Tom,Rebecca,Zack,Nathan,Winston,Tracy,Wendy,Lena,Matt	strawberries,M&M's,blueberries,M&M's,cookies,cookies,bananas,pies,strawberries,strawberries,bananas,bananas,pies,blueberries,bananas,cookies,M&M's,blueberries,M&M's,M&M's,blueberries,pies	10,10,10,10,100,10,10,100,10,100,100,100,10,100,10,100,100,100,10,10,100,100	2,9,5,2,1,5,3,0,6,5,8,6,7,4,10,10,7,8,0,4,9,7	2,9,5,2,10,5,3,7,6,59,83,63,7,40,10,100,75,83,0,4,93,79	0.25,0.75,0.75,0.25,0.5,0.75,0.75,0.75,0.75,0.75,1,0.975,0.85,0.6,0.975,0.975,0.85,0.875,0.1,0.5,0.9,0.975
AZJID7SHOS0MN	F	25	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Bob,Emma,Tom,Fiona,Albert,Mary,Olga,David,Kevin,Wendy,Winston,Kathy,Larry,Steven,Ann,Victor,Patty,Rebecca,Tracy,Diana,Victoria,Nancy	Heather,Cathy,Patrick,Stephanie,Iris,Lena,Robert,Jake,Henry,Nathan,Grace,Oliver,Yvonne,George,Edward,Ivan,Jane,Calvin,Matt,Zack,Barbara,Frank	cookies,pies,strawberries,strawberries,M&M's,pies,cookies,M&M's,cookies,pies,bananas,cookies,blueberries,blueberries,pies,pies,strawberries,blueberries,pies,strawberries,pies,blueberries	100,100,100,10,10,10,100,10,100,10,10,100,100,10,100,10,10,10,10,100,100,100	9,7,4,1,8,2,7,5,0,3,1,5,10,6,2,5,10,7,7,3,0,0	96,70,43,1,8,2,77,5,2,3,1,57,100,6,24,5,10,7,7,31,8,5	0.725,0.65,0.35,0.05,0.275,0.65,0.775,0.05,0.125,0.775,0.2,0.65,0.575,0.025,0.925,0.65,0.125,0.075,0.675,0.375,0.65,0.05
A26F9Z6D97B6M1	M	35	0	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Cathy,Diana,Nathan,Bob,Rebecca,Calvin,Iris,Henry,Tracy,Victor,Kevin,Patrick,Fiona,Robert,Ann,Albert,Nancy,Mary,Tom,Stephanie,David,Yvonne	Victoria,Barbara,Lena,Grace,Frank,Oliver,Steven,Ivan,Zack,George,Heather,Kathy,Matt,Edward,Patty,Wendy,Jake,Jane,Winston,Larry,Olga,Emma	cookies,blueberries,cookies,pies,pies,strawberries,blueberries,strawberries,cookies,M&M's,bananas,bananas,bananas,pies,blueberries,blueberries,blueberries,blueberries,strawberries,blueberries,M&M's,pies	10,10,10,10,10,10,10,100,100,10,10,10,100,100,10,100,10,100,100,100,10,10	4,1,9,10,6,9,0,2,6,10,9,10,3,10,10,5,4,0,10,4,8,1	4,1,9,10,6,9,0,24,61,10,9,10,35,100,10,52,4,6,100,41,8,1	0.25,0.25,0.75,0.75,0.75,0.5,0,0.25,0.75,0.25,0.75,0.75,0.75,1,0.5,0.75,0.225,0.25,0.75,0.5,0.25,0.5
AIZPNTN678ZXH	F	25	0	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Steven,Jake,Ann,Mary,Kevin,David,Iris,Yvonne,Albert,Zack,Barbara,Edward,Emma,George,Olga,Diana,Lena,Bob,Calvin,Nancy,Henry,Rebecca	Kathy,Nathan,Wendy,Winston,Cathy,Frank,Stephanie,Victoria,Ivan,Patrick,Heather,Tracy,Grace,Matt,Robert,Fiona,Tom,Victor,Patty,Larry,Jane,Oliver	blueberries,pies,bananas,bananas,bananas,strawberries,bananas,cookies,bananas,pies,bananas,pies,blueberries,strawberries,pies,cookies,M&M's,pies,strawberries,pies,blueberries,bananas	100,10,100,10,10,10,100,100,10,100,10,100,100,100,10,10,10,10,100,10,100,10	5,5,1,9,5,4,2,2,8,0,0,5,9,0,3,9,9,10,4,9,7,4	52,5,12,9,5,4,21,22,8,2,0,51,97,0,3,9,9,10,47,9,76,4	0.75,1,0.85,0.875,0.75,0.55,0.65,0.525,0.85,0.5,0,1,0.975,0,0.75,0.825,0.675,1,0.675,0.975,0.825,0.725
A3BYHUCTHYVW2U	F	25	4	English 	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Nancy,Albert,Frank,Mary,Grace,Larry,Tracy,Wendy,Fiona,Patty,Ivan,Victoria,Jake,Patrick,Matt,Henry,Bob,Robert,Emma,Jane,Steven,Zack	Edward,Kevin,Yvonne,Diana,Kathy,Olga,Heather,Stephanie,Victor,Iris,David,Cathy,Nathan,Winston,Lena,Ann,Oliver,Barbara,Tom,Rebecca,Calvin,George	M&M's,pies,pies,pies,strawberries,cookies,strawberries,M&M's,pies,bananas,blueberries,blueberries,pies,strawberries,bananas,bananas,M&M's,strawberries,strawberries,pies,strawberries,M&M's	10,100,10,100,100,100,100,10,10,100,10,100,100,10,10,100,10,100,100,100,10,10	1,6,7,4,6,7,5,8,10,9,9,9,5,1,3,8,9,0,4,3,8,7	1,66,7,48,65,71,57,8,10,93,9,95,57,1,3,82,9,1,48,39,8,7	0,0.75,0.875,0.75,0.85,0.9,0.7,0.375,1,0.975,0.45,0.975,0.8,0.05,0.25,0.925,0.5,0,0.675,0.775,0.55,0.45
A2DTTNGUXTEGHQ	M	35	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Ivan,Iris,Barbara,Fiona,Kathy,Steven,Winston,Edward,Tom,Albert,Nancy,Jake,Tracy,George,Emma,Zack,Rebecca,Henry,Patty,Calvin,Nathan,Grace	Larry,Kevin,Frank,David,Robert,Bob,Heather,Oliver,Stephanie,Mary,Yvonne,Wendy,Victoria,Olga,Lena,Diana,Cathy,Victor,Patrick,Matt,Ann,Jane	pies,pies,cookies,bananas,M&M's,cookies,blueberries,M&M's,M&M's,pies,cookies,bananas,strawberries,strawberries,bananas,pies,pies,M&M's,strawberries,bananas,blueberries,cookies	100,10,100,10,10,100,10,10,100,100,100,100,10,10,10,10,100,100,100,10,100,100	5,5,9,5,9,0,0,10,7,4,6,9,8,1,0,3,3,9,3,9,3,5	59,5,96,5,9,4,0,10,77,42,66,90,8,1,0,3,37,98,31,9,32,56	0.725,0.675,0.9,0.275,0.25,0.075,0,0.25,0.875,0.875,0.775,0.6,0.35,0,0,0.55,0.95,0.825,0.575,0.45,0.375,0.8
A33B7YSTN7I14M	F	35	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Henry,Iris,Yvonne,David,Patty,Barbara,Ivan,Rebecca,Nathan,George,Victoria,Olga,Jake,Heather,Matt,Fiona,Tracy,Kevin,Larry,Emma,Jane,Victor	Wendy,Zack,Grace,Cathy,Edward,Lena,Stephanie,Winston,Frank,Albert,Steven,Oliver,Bob,Diana,Robert,Kathy,Tom,Ann,Patrick,Nancy,Mary,Calvin	M&M's,strawberries,pies,cookies,pies,cookies,M&M's,cookies,bananas,blueberries,strawberries,bananas,bananas,blueberries,pies,pies,bananas,bananas,M&M's,strawberries,bananas,M&M's	10,10,10,100,100,10,10,10,10,10,10,10,10,100,10,100,10,100,10,100,100,100	10,0,9,0,6,1,6,0,0,0,4,4,10,9,1,4,3,5,0,3,2,10	10,0,9,5,68,1,6,0,0,0,4,4,10,98,1,46,3,54,0,34,20,100	0.6,0.25,0.925,0.375,0.9,0.125,0.425,0.375,0.275,0.275,0.45,0.35,0.875,0.775,0.3,0.8,0.325,0.75,0.275,0.45,0.6,0.675
A1235OL375A7LV	M	25	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Stephanie,Jake,Emma,Mary,Lena,Matt,Ivan,Larry,Rebecca,Olga,Robert,Nancy,David,Edward,Iris,Cathy,Jane,Albert,Kathy,Bob,Tracy,Zack	Victoria,Henry,Calvin,Patty,Grace,Nathan,Frank,Ann,Oliver,Patrick,Wendy,Yvonne,Heather,George,Fiona,Kevin,Barbara,Diana,Steven,Victor,Tom,Winston	cookies,strawberries,pies,blueberries,blueberries,strawberries,bananas,pies,M&M's,bananas,M&M's,strawberries,pies,strawberries,strawberries,cookies,cookies,blueberries,bananas,M&M's,strawberries,cookies	100,100,10,100,100,100,10,100,10,10,100,100,10,100,100,10,100,10,100,100,10,100	2,10,4,3,9,9,7,5,2,2,10,6,6,0,7,3,10,9,9,7,1,5	20,100,4,38,97,92,7,53,2,2,100,66,6,9,75,3,100,9,92,79,1,55	0.625,0.875,0.725,0.55,0.8,0.8,0.6,1,0.225,0.25,0.65,0.85,0.8,0.075,0.8,0.45,1,0.25,1,0.575,0,0.75
A27SMV7QKUZQZE	M	45	0	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Patty,Steven,Albert,Yvonne,Nancy,Kevin,Oliver,Rebecca,Victoria,Henry,Jane,Kathy,Matt,Tom,Diana,Barbara,Zack,Fiona,Calvin,George,Jake,Tracy	Ann,Grace,Edward,Stephanie,Patrick,Lena,Ivan,Olga,David,Winston,Mary,Frank,Robert,Nathan,Emma,Heather,Larry,Cathy,Wendy,Bob,Iris,Victor	pies,strawberries,blueberries,cookies,M&M's,pies,M&M's,bananas,pies,M&M's,strawberries,M&M's,bananas,M&M's,pies,bananas,pies,strawberries,pies,blueberries,cookies,M&M's	100,100,100,100,100,100,10,10,10,100,10,10,10,100,10,100,10,10,100,100,100,100	6,4,9,8,9,9,3,10,9,2,10,1,6,1,4,2,1,9,4,5,4,7	63,43,98,83,91,99,3,10,9,26,10,1,6,11,4,28,1,9,40,53,48,77	0.75,0.475,0.75,0.75,0.625,0.925,0.1,0.9,0.85,0.225,0.6,0.1,0.65,0.15,0.6,0.575,0.425,0.55,0.65,0.4,0.6,0.4
A1CSDIT7ELRBWA	F	45	4	ENGLISH	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	George,Barbara,Jane,Bob,Patrick,Nathan,Winston,David,Matt,Larry,Ann,Nancy,Emma,Calvin,Robert,Zack,Tom,Patty,Victor,Ivan,Mary,Edward	Olga,Victoria,Kathy,Albert,Henry,Grace,Yvonne,Kevin,Oliver,Heather,Jake,Cathy,Lena,Wendy,Fiona,Steven,Iris,Tracy,Diana,Rebecca,Stephanie,Frank	pies,M&M's,M&M's,blueberries,cookies,strawberries,bananas,bananas,M&M's,strawberries,blueberries,pies,blueberries,cookies,blueberries,blueberries,strawberries,bananas,bananas,bananas,M&M's,pies	100,10,100,100,10,10,100,100,10,100,10,10,100,100,10,100,10,10,10,100,100,100	5,2,8,2,9,2,2,8,0,8,9,7,1,2,6,7,4,10,1,5,5,9	50,2,88,24,9,2,28,86,0,80,9,7,10,28,6,73,4,10,1,53,58,94	0.25,0.25,0,1,0.975,0.025,0.25,0.75,0.5,0.975,0.975,0.25,0.25,0.5,0.5,0.725,0.25,0.975,0.225,0.725,0.75,0.975
A28MMNGL282D1	F	25	4	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Nathan,Victoria,Jake,Wendy,Stephanie,Grace,Tracy,Cathy,Ivan,Fiona,Patrick,Edward,Oliver,Mary,Lena,Ann,Albert,Winston,Steven,Frank,Diana,George	Rebecca,Emma,Heather,Tom,Yvonne,Kathy,Jane,Victor,David,Bob,Larry,Henry,Matt,Zack,Nancy,Iris,Patty,Kevin,Calvin,Robert,Olga,Barbara	pies,blueberries,bananas,pies,strawberries,blueberries,pies,strawberries,blueberries,M&M's,cookies,blueberries,blueberries,cookies,blueberries,bananas,cookies,strawberries,blueberries,bananas,strawberries,bananas	100,100,100,10,10,10,10,10,10,10,100,10,100,100,100,100,100,100,10,100,100,10	8,0,8,2,7,4,6,4,0,7,1,9,9,4,10,7,5,4,3,10,7,9	84,0,82,2,7,4,6,4,0,7,19,9,98,41,100,79,58,43,3,100,74,9	0.975,0,0.975,0.25,0.975,0.25,0.725,0.25,0.025,0.975,0.5,0.975,0.975,0.75,1,0.975,0.75,0.5,0.25,0.975,0.725,1
A21U4DFY9OEALY	M	35	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Jake,Robert,Victor,Iris,Kathy,Tracy,Olga,Yvonne,Patty,Frank,Fiona,Lena,Grace,Zack,Wendy,Patrick,Edward,Ann,Larry,Nancy,Steven,Winston	Cathy,Kevin,Nathan,David,Heather,Diana,Jane,Matt,Rebecca,Oliver,Ivan,Tom,Stephanie,Calvin,Albert,Bob,George,Mary,Henry,Victoria,Emma,Barbara	blueberries,blueberries,cookies,pies,bananas,strawberries,strawberries,M&M's,blueberries,cookies,blueberries,pies,bananas,bananas,pies,bananas,M&M's,bananas,strawberries,strawberries,blueberries,strawberries	100,10,10,10,100,10,10,10,10,10,10,10,100,10,100,10,10,100,100,10,10,100	1,9,6,7,6,5,10,2,5,9,2,10,0,0,9,3,0,9,3,9,10,0	14,9,6,7,63,5,10,2,5,9,2,10,5,0,91,3,0,91,31,9,10,7	0.25,0.75,0.75,1,1,0.575,0.75,0.1,0.575,0.975,0.325,1,0.725,0,1,0.425,0,1,0.75,1,1,0.225
A3443SS8L4OJG7	F	25	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Jake,Edward,Nancy,Tom,Stephanie,Victoria,Heather,Grace,Winston,Victor,Zack,Patty,Fiona,Mary,Olga,Cathy,Bob,Matt,Henry,Emma,Patrick,David	Oliver,Larry,Jane,Steven,Frank,Wendy,Iris,Kevin,Calvin,Tracy,George,Diana,Yvonne,Rebecca,Albert,Ann,Nathan,Ivan,Barbara,Robert,Lena,Kathy	pies,bananas,strawberries,bananas,blueberries,M&M's,strawberries,M&M's,strawberries,strawberries,cookies,strawberries,bananas,cookies,pies,cookies,pies,blueberries,cookies,blueberries,M&M's,M&M's	100,100,100,100,100,100,100,100,100,10,10,100,100,100,10,10,100,10,10,10,10,10	2,9,5,8,7,6,9,1,0,9,1,1,3,6,1,8,8,8,2,10,5,9	20,94,50,89,77,66,93,19,3,9,1,13,30,62,1,8,83,8,2,10,5,9	0.375,0.875,0.7,0.875,0.3,0.325,0.875,0.175,0.075,0.825,0.1,0.175,0.45,0.85,0.075,0.75,0.9,0.325,0.2,0.575,0.4,0.4
A28LR2WRY7GBRN	M	25	4	English 	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Lena,Barbara,Robert,Oliver,Cathy,Kevin,Patty,Heather,Calvin,Nathan,Emma,Fiona,Edward,Patrick,Victor,Victoria,Matt,Mary,Albert,Jane,Henry,Yvonne	Ivan,Steven,Zack,Tom,Ann,Frank,Grace,Olga,Stephanie,Nancy,George,Wendy,David,Diana,Bob,Larry,Jake,Tracy,Winston,Kathy,Rebecca,Iris	cookies,strawberries,pies,bananas,blueberries,bananas,cookies,strawberries,strawberries,pies,strawberries,blueberries,M&M's,bananas,bananas,blueberries,strawberries,pies,blueberries,pies,bananas,M&M's	10,100,10,10,100,10,100,10,10,10,100,10,10,10,100,10,10,100,100,100,10,10	0,3,9,5,9,9,0,3,4,2,1,4,6,7,7,0,9,2,6,4,0,2	0,31,9,5,90,9,4,3,4,2,19,4,6,7,71,0,9,24,60,48,0,2	0.5,0.25,0.9,0.45,0.25,0.55,0.125,0.25,0.275,0.55,0.275,0.175,0.25,0.525,0.825,0.25,0.25,0.95,0.35,0.95,0.15,0.25
A2YEQZJH8OIFXM	F	55	4	Romanian	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	George,Jane,Tom,Patrick,Albert,Stephanie,Mary,Barbara,Diana,Jake,Grace,Oliver,Iris,Larry,Victor,Frank,Nancy,Robert,Kevin,Steven,Tracy,Yvonne	Heather,Winston,Lena,Ann,Ivan,Kathy,Emma,Bob,Olga,David,Zack,Cathy,Calvin,Nathan,Henry,Rebecca,Edward,Patty,Victoria,Wendy,Matt,Fiona	strawberries,pies,bananas,M&M's,pies,bananas,pies,cookies,strawberries,blueberries,blueberries,strawberries,bananas,M&M's,blueberries,cookies,pies,bananas,pies,bananas,blueberries,blueberries	10,100,10,100,100,100,10,100,100,100,10,10,100,100,10,100,100,100,100,10,10,100	6,10,10,2,6,10,8,3,6,9,5,3,4,8,4,6,3,1,8,7,0,2	6,100,10,29,68,100,8,33,66,98,5,3,47,83,4,60,37,17,82,7,0,20	0.75,0,1,0.75,0.025,0,0,0.25,0,0.75,0.725,0.475,0.225,0.25,0.75,0.25,0,0,0,0.75,0.075,0.375
