Item_ID	Sentence	Word	POS	Phrase	Partitive	LenSentence
98590:9	and that never makes the, the press	never		ADVP-TMP	no	7
98607:24	i mean it's embarrassing and all this other stuff	all		NP-ETC	no	10
98614:55	i don't, i don't think 0 that's right because all's 0 that's going *-1 to do *t*-2 is * say, oh, well, you know, that was a breeze,	all		TYPO	no	33
98634:148	the other thing that juries are restricted *-1 on *t*-2 and, and at least to me this has been one of the frustrating things in my, even in my own experiences, that you usually don't get *-3 to hear all the information.	all		NP	no	43
98642:70	and to me, how can you, how can you make a decision if you don't have all of the evidence in front of, whether it be, whether it pertains to the case or not *t*-1,	all		NP	yes	36
98647:50	so the lawyers, the two lawyers are the ones that *t*-1 have all the information.	all		NP	no	15
98655:15	the whole truth and nothing but the truth, is that they want, uh,	nothing		NP	no	13
98707:26	i've got the, every day i've got *-1 to, uh, read to kindergartners,	every		NP-TMP	no	15
98709:70	i've got about forty kindergartners 0 i'm going *-1 to be doing, working with *t*-2 every day for, uh, you know, a half hour.	every		NP-TMP	no	26
98712:157	well, what i wear *t*-1 sometimes depends on, on how cold i think 0 the school might be *t*-2 or what room i might be in *t*-3 since i'm a sub, and have different rooms 0 * to go to *t*-4. and always carry a sweater.	always		ADVP-TMP	no	47
98719:55	well, of course, you've been at clark enough that you know 0 it's always cold.	always		ADVP-TMP	no	17
98744:60	basically, i just, you know, i wear slacks year round except every, about once a week i try *-1 to wear a skirt.	every		NP-UNF	no	23
98764:10	and you never know that, though sometimes when you're going in *t*-1, do you?	never		ADVP-TMP	no	15
98774:54	and then many schools on a particular day during, uh, i guess football season, maybe all year long, they wear the school colors for, uh, game day which,	all		NP	no	28
98822:72	and you can see 0 in some of the departments in some of the schools, like history at clark, they're all pretty fancy.	all		VP	no	24
98847:14	well, and you always,	always		ADVP-TMP	no	4
99075:36	and, uh, my oldest one just wasn't impressed *ich*-1 at all with the idea of a small school.	all		ADVP	no	19
99083:25	or, you know, there's all of these areas 0 * to look at *t*-1 in * making the decision.	all		NP	yes	20
99110:12	and i'd always loved *-1 working with children.	always		ADVP-TMP	no	9
99111:32	uh, and i found that i couldn't fit everything in,	everything		NP	no	11
99190:83	oh, she, she has, uh, you know, interests that *t*-1 are just, you know, going in all directions.	all		NP	no	18
99212:7	by all means, * go *-1 get that piece of paper, you know.	all		NP	no	13
99230:36	but the, the humidity has hung around all of june.	all		NP	yes	10
99254:39	well, you know, last year was so strange * having all those heavy, heavy rains in april	all		NP	no	17
99287:44	and not, and al-, you know, every day was cloudy,	every		NP-SBJ	no	10
99288:6	almost every day was cloudy	every		NP-SBJ	no	5
99300:66	and, you know, so many times when you were trying *-1 to schedule outdoor activities *t*-2, you just never knew if it was going *-3 to be a go or not because of the weather.	never		ADVP-TMP	no	35
99360:42	i think 0 a lot of people were, uh, leaving michigan all about the time 0 i came here in the early eighties *t*-1	all		PP-TMP	no	24
99374:19	but you know where all the lakes are *t*-1 around there.	all		NP-SBJ	no	11
99383:60	you know, in the summer, you feel like you're, you know, on a vacation all the time because you're right on a lake	all		NP-TMP	no	25
99387:54	but i thought 0 it *exp*-1 was just really neat * to be out there on all those lakes.	all		NP	no	19
99409:43	but that's the only one 0 i probably could name *t*-1 after all these years	all		NP	no	16
99422:49	and i think 0 a lot of people didn't really know that there were all those lakes out there unless you were from that area and kind of spotted them,	all		NP-PRD	no	31
99423:22	but there was quite a few lakes all around there.	all		ADVP	no	10
99463:12	so those are always fun.	always		ADVP-TMP	no	5
99474:7	i always tell people that in the winter we use, we used *-1 to, uh,	always		ADVP-TMP	no	15
99494:39	you know, because they were from alabama where it never snowed *t*-1	never		ADVP-TMP	no	12
99518:80	and i remember *-1 getting up and somebody telling me, hey, better * wait * to go to work because the roads are all, you know, snow.	all		NP-PRD	no	27
99529:17	it just melted it all away.	all		NP	no	6
99539:45	so, uh, i, i just as soon *ich*-1 have all the slushy snow on the streets than * have the ice on the streets	all		NP	no	24
99590:51	* *exp*-2 used *-1 to be 0 we, we put all of our trash in green bags and the trash men came out twice a week and picked up.	all		NP	yes	29
99691:7	well all that stuff	all		NP	no	4
99778:21	and then, you know, every few weeks we have recycling, a recycling center like near wal-mart.	every		NP-TMP	no	16
99857:21	or do you just put it all in.	all		NP	no	8
99899:35	he would get, he would get all upset	all		ADJP-PRD	no	8
99917:53	and and then, uh, after a couple of days they take them all outside	all		NP	no	14
99950:21	and they have a deposit on all their bottles and cans.	all		NP	no	11
99958:62	but my, um, husband has an aunt who *t*-1 has been like a second mother, i mean always lived in the same town and took care of him and such.	always		ADVP-TMP	no	30
99976:43	it's just she had had her own apartment and drove a car and everything up until that point.	everything		NP-ETC	no	19
99994:20	it was just kind of all of a sudden she wasn't herself anymore.	all		NP	yes	14
99999:7	she never really ate very well.	never		ADVP-TMP	no	6
100060:18	so as a family you all just visited nursing homes	all		NP	no	10
100083:13	all of them all seem *-2 to say that people there are going *-3 to steal their items.	all		S	no	18
100088:10	they're always saying that somebody's going *-1 to *?*,	always		ADVP-TMP	no	12
100101:22	but, um, at least they all seem *-1 to have, uh, you know, people that *t*-2 monitor their, uh, medication intake and dining facilities,	all		NP	no	24
100132:48	and oh, i wish 0 everybody could go that direction rather than *-1 just all of a sudden moving out of the home 0 they've always been in *t*-2.	all		NP	yes	30
100132:85	and oh, i wish 0 everybody could go that direction rather than *-1 just all of a sudden moving out of the home 0 they've always been in *t*-2.	always		ADVP-TMP	no	30
100167:48	she's going *-1 to endanger herself before she'll willingly and probably will never willingly make the decision.	never		ADVP-TMP	no	19
100258:11	and we're all heading that way	all		VP	no	7
100267:13	and there's nothing 0 *t*-1 to hold them there in college station since they're retired.	nothing		NP	no	17
100277:24	um, well i guess first of all 0 i, i could have asked that before.	all		NP	no	15
100290:36	um, what do you think *t*-1 about the proposal that all young americans should spend a year or two,	all		NP-SBJ	no	19
100298:67	would every-, everyone grow up and mature and, and realize what this country's all about *t*-1.	all		VP	no	17
100301:64	i guess 0 that's mumblex, my, that's something that my family has always believed strongly in *t*-1,	always		ADVP-TMP	no	19
100414:101	if, if young people had *-1 to do it um, maybe that would start the trend back because that's one of the things 0 i always thought 0 *t*-2 was a wonderful part of our country. um, is * helping others.	always		ADVP-TMP	no	42
100443:10	there's always something, no matter how young,	always		ADVP-TMP	no	8
100470:43	but they have a high school group that *t*-1 works in the appalachia area every year.	every		NP-TMP	no	16
100487:5	every youth that *t*-1's ever gone really has felt that their life has been changed *-2	every		NP	no	17
100514:23	i guess 0 that's about all.	all		NP-PRD	no	7
100663:103	and they said, oh, but we need more in the middle school because that's when kids are, you know, at a tougher and rougher age and all that *t*-1.	all		NP-ETC	no	30
100673:10	we have always, though, had three at middle schools because we had about a thousand kids	always		ADVP-TMP	no	16
100675:16	but for a good while every year they'd have a different counselor	every		NP-TMP	no	13
100680:91	so they started, uh, *-1 dividing the kids up so that a counselor stays with her group of counselees through you know, through all three years of middle school.	all		NP	no	29
100734:12	they have all these different names for things, strategies and all these different things.	all		NP	no	14
100734:35	they have all these different names for things, strategies and all these different things.	all		NP	no	14
100780:56	and one of the plano school district's, you know, goals is that they will graduate every child that, uh, that *t*-1 is here in the ninth grade,	every		NP	no	28
100856:50	i started back when it *exp*-2 wasn't, stylish * to do that at all *t*-1.	all		ADVP	no	16
100881:32	i, i just wish 0 all kids, if they have *-1 to be put *-2 in day school, could have that kind of place.	all		NP-SBJ	no	24
100940:39	but it was because they had a director that *t*-1 had always done it as a labor of love	always		ADVP-TMP	no	19
100948:101	and i'm really glad 0 my kids had it because plano schools do so little of that. that if they hadn't had it before they hit first grade they were never going *-1 to have any art or music or any of the interpretive stuff.	never		ADVP-TMP	no	47
101032:32	but i know so many people that *t*-1 are never able *-2 to find that	never		ADVP-TMP	no	15
101059:44	and she was neat because she was like the grandmother that my kids never had *t*-1 because both our parents are dead.	never		ADVP-TMP	no	22
101128:63	and that helps because you don't have *-1 to just wean yourself cold turkey and say okay, i never get *-2 to see my baby for eight hours a day again.	never		ADVP-TMP	no	32
101231:30	she ended up *-1 being in a different home every year.	every		NP-TMP	no	11
101252:11	sometimes, not all the time.	all		NP	no	5
101279:37	oh, well i'll be hitting that fairly soon because all of mine are boys, too.	all		NP	yes	16
101384:23	it's not the one with all the shells and stuff in it, is it *?*?	all		NP	no	17
101554:18	you just mix it all together and pop it in the oven *-1 just to, you know, heat it through.	all		NP	no	20
101659:48	now when they go to their grandmother's house *t*-2, which *t*-1 is every weekend. it's a, it's a different a different story all around.	every		NP-PRD	no	27
101659:105	now when they go to their grandmother's house *t*-2, which *t*-1 is every weekend. it's a, it's a different a different story all around.	all		ADVP	no	27
101691:58	it's, i think 0 it's mostly hereditary because we really have never eaten high things in cholesterol.	never		ADVP-TMP	no	19
101695:10	he's never eaten any eggs.	never		ADVP-TMP	no	6
101696:10	he's never had anything but skim milk	never		ADVP-TMP	no	8
101697:22	and you know, i've never bought butter and things like that.	never		ADVP-TMP	no	12
101714:7	and all that kind of stuff does really help.	all		NP	no	9
101739:14	i think 0 all mine have been east coast people so far.	all		NP-SBJ	no	12
101798:102	there is a a big difference in the, uh, economic, um, status of, uh, people although i think 0 that has been true, uh, always.	always		ADVP-TMP	no	25
101878:22	* trying *-1 to do all these programs like headstart and things like those. you wouldn't have *-2 to do that if mothers would stay home with their children and do things with them, you know.	all		NP	no	37
101935:12	home schooling's always been around	always		ADVP-TMP	no	6
101950:17	that's what it all boils down to *t*-1 in the end, usually anyway.	all		S	no	14
101961:34	and that's the, where it all starts *t*-1	all		S	no	9
102028:42	so, uh, we tend *-1 to, like *-2 to try all sorts of different things.	all		NP	no	15
102074:33	so, when we go out *t*-1, i'm always looking for something other than the standard menu, even if, it's a mexican restaurant, like something other than, uh, you know the standard tacos, enchiladas, tamales and fajitas now.	always		ADVP-TMP	no	39
102199:7	i always,	always		ADVP-TMP	no	2
102223:34	uh, chili's, chili's is always fine.	always		ADVP-TMP	no	8
102229:20	you know, we've never been there.	never		ADVP-TMP	no	7
102253:13	well they've never had it when we've been back *t*-1,	never		ADVP-TMP	no	12
102316:17	and, uh, we all liked it.	all		NP	no	6
102327:11	and we'll all go *-1 see regarding henry	all		VP	no	9
102353:13	well she goes all the time	all		NP-TMP	no	6
102354:19	but i go maybe once every couple of months.	every		NP	no	9
102454:7	i never laughed.	never		ADVP-TMP	no	3
102475:85	and so, the second week 0 i was out of the hospital *t*-1 i went up and worked half day on the computers cause you can learn all the software for free.	all		NP	no	32
102544:95	but some of the different things 0 we're doing *t*-1, uh there's just not a time, enough time 0 * to do it all *t*-2	all		NP	no	27
102548:70	and he said, well, realistically, you know, he knew 0 he couldn't get them all in.	all		NP	no	17
102675:10	and we all ate there	all		NP	no	5
102755:14	but, i've never been there for dinner.	never		ADVP-TMP	no	8
102782:25	and, one place 0 i'd never been *t*-3 that i would really like *-1 to go to *t*-2, uh, is lawry's.	never		ADVP-TMP	no	23
102791:29	i've, i've never been there	never		ADVP-TMP	no	7
102886:11	it's all chocolate, like made * like a paper bag	all		NP	no	11
102948:31	and, their, their fruits are always exceptional.	always		ADVP-TMP	no	7
103033:10	i've never been out there,	never		ADVP-TMP	no	6
103097:22	and, we're so strict with all our controls *ich*-1 in the united states. 0 the chances of, of an accident are slight,	all		NP	no	23
103098:26	and, it doesn't pollute the air at all.	all		ADVP	no	9
103132:20	i can't hear you at all for all this static.	all		ADVP	no	11
103132:26	i can't hear you at all for all this static.	all		NP	no	11
103176:18	it may not *?* in all ways.	all		NP	no	8
103187:7	not at all,	all		ADVP	no	3
103230:15	now, i've always done those kinds of things because i just didn't like messes,	always		ADVP-TMP	no	16
103271:10	it would never be equal,	never		ADVP-TMP	no	5
103290:39	but, you know, and, you know, he's never going *-1 to be, to me, a functioning part of society.	never		ADVP-TMP	no	20
103331:45	i i mean you know 0 there there is always that chance	always		ADVP-TMP	no	12
103373:39	and, you know, they've committed murders and rapes and everything else,	everything		NP	no	12
103413:110	, i mean, i'm, i'm not saying 0 i, i think 0 capital murder or capital punishment is the perfect solution in every case, you know, especially because there are some cases when you just don't know *t*-1	every		NP	no	41
103418:8	just everything, i mean, cannibalism and everything else, uh,	everything		NP	no	9
103418:30	just everything, i mean, cannibalism and everything else, uh,	everything		NP	no	9
103443:17	she was off drugs and everything,	everything		NP	no	6
103516:33	i mean, deep down i think 0 every, every human,	every		NP-SBJ-UNF	no	10
103516:41	i mean, deep down i think 0 every, every human,	every		NP-SBJ	no	10
103529:25	i, i like everything basically.	everything		NP	no	5
103531:12	but i like everything.	everything		NP	no	4
103559:36	so, we used *-1 to go and listen to them all the time	all		NP-TMP	no	13
103586:8	we all went to high school together	all		NP	no	7
103591:8	we all go back to parents' houses on the weekends, and what not	all		NP	no	14
103615:15	well i never i had *-1 to work for him	never		ADVP-TMP	no	10
103616:9	and i never would want *-1 to work for him.	never		ADVP-TMP	no	10
103759:16	so, um, i always think 0 it's a nice break from the traditional organ or piano.	always		ADVP-TMP	no	17
103882:30	i didn't think that anybody had those at all yet.	all		ADVP	no	11
103891:38	so i, i thought that it all, had all been delayed *-1 several times.	all		NP	no	14
103891:48	so i, i thought that it all, had all been delayed *-1 several times.	all		VP	no	14
103910:245	but for me the thing that *t*-1 strikes me is 0 i, uh, * growing up in rural south dakota where, hey the farmers brought their eggs to town and the local hatchery would candle them and package them *t*-4 is that, uh, in the fifties, uh, you could say 0 *t*-5 we had the recycling going on then that we should have *t*-3 now. which *t*-2 was 0 all the milk bottles were glass	all		NP-SBJ	no	75
103918:8	pop bottles all had a deposit on them.	all		S	no	8
103946:29	and so it *exp*-5 doesn't bother me at all that we're, we're, uh, kind of starting *-1 to put the pressure *ich*-6 on people * to get away from all this, uh, throwaway society that *t*-3 got developed *-4 in the sixties and seventies.	all		ADVP	no	47
103946:117	and so it *exp*-5 doesn't bother me at all that we're, we're, uh, kind of starting *-1 to put the pressure *ich*-6 on people * to get away from all this, uh, throwaway society that *t*-3 got developed *-4 in the sixties and seventies.	all		NP	no	47
103973:80	but, but, it just seems like on the larger scale that, you know, the, we always talk about *t*-1 in our society is that economic strife things	always		ADVP-TMP	no	27
104028:12	and we had all the mechanisms in place with the fold up paper cartons, the wood, uh, racks which now, basically, you could turn *t*-1 them into the plastic ones that *t*-2 would hold, uh, twenty-four bottles.	all		NP	no	37
104036:58	well, it *exp*-1 will be interesting * to see how, over the next year, this all works out *t*-2 because, like on the, uh, grass, i'm, i know 0 your husband, uh, doesn't really like the paper sacks.	all		NP	no	40
104069:17	and, uh, so all 0 you have *-1 to do *t*-2 is * just place it somewhere and churn it	all		NP	no	20
104103:50	and that was the terminator movie, uh, which i didn't like *t*-1 after all.	all		NP	no	15
104115:7	on all the, the advertisements arnold schwarzenegger says 0 he doesn't kill anybody in the movie.	all		NP	no	17
104155:13	well, with all the commercials and everything.	all		NP	no	7
104155:22	well, with all the commercials and everything.	everything		NP	no	7
104217:33	and, of course, i get *-1 to watch all these movies like * look who *t*-2's talking and who *t*-4's, * look who *t*-3's talking, too	all		NP	no	29
104294:19	you can have dinner and everything while you watch the movie.	everything		NP-ETC	no	11
104313:18	and then the popcorn and everything else,	everything		NP	no	7
104370:15	and we were doing all right there until, uh, the price dropped out	all		ADVP-MNR	no	13
104378:55	so as far as at home use, uh, we'll pick up a six pack *ich*-1 every once in a while or for whatever occasion of doctor pepper or something	every		ADVP-TMP	no	30
104384:19	and a lot of hassle all year round	all		NP	no	8
104399:8	have you all got the individual containers yet?	all		NP-SBJ	no	8
104408:81	but, it, it should be starting, i would stay probably in the next month if, if everything goes that,	everything		NP-SBJ	no	19
104409:16	i'm not sure all what we're going *-1 to have *-2 to do *t*-3, whether we have three separate containers,	all		WHNP-3	no	22
104410:54	i really don't understand that part on what they've told you *-1 to separate everything *t*-2.	everything		NP	no	18
104421:67	but, uh, * seems like they said 0 they were just going *-1 to have a bin and all different types would go in there and then that they would sort it as as * needed *-2.	all		NP-SBJ	no	37
104426:108	at the time anyway, it, the thinking was that there was too much not getting sorted * properly and that at, at the collection sites where everything's clearly labeled *-1 *t*-2 and people that *t*-3 happen *-4 to go to that kind of trouble *-5 to do it, happen *-6 to do it pretty well, uh, those are okay * to have the general public doing the sorting.	everything		NP-SBJ-1	no	69
104427:42	but when it comes down to just general purpose trash, that all the houses, uh *t*-1,	all		NP-SBJ	no	16
104456:26	and that, that was all well and good.	all		VP	no	8
104511:22	since we've had the crusher all summer, we, i guess 0 we just now maybe have a bag full that we haven't ta-,	all		NP-TMP	no	25
104543:19	and then you stopped them all.	all		NP	no	6
104547:9	and i never renewed them.	never		ADVP-TMP	no	5
104594:9	and you never really use them.	never		ADVP-TMP	no	6
104602:9	and then every so often you weed through them	every		ADVP-TMP	no	9
104621:58	well, since i work with computers during my work, i have *-1 to keep up on all the new computer equipment and software and everything.	all		NP	no	25
104621:76	well, since i work with computers during my work, i have *-1 to keep up on all the new computer equipment and software and everything.	everything		NP	no	25
104622:68	and i have *-1 to read the magazines, you know, such as byte, and computer world and mac world and all of these,, uh, magazines such as that,	all		NP	yes	28
104642:7	i always have my head with a magazine somewhere as we drive or wherever we,	always		ADVP-TMP	no	15
104658:22	i'll buy a crossword puzzle magazine every now and then.	every		ADVP-TMP	no	11
104673:9	so i never did get into them.	never		ADVP-TMP	no	7
104674:41	i, when i bought the computer *t*-1, all of a sudden i was receiving them, for some unknown reason, through the mail.	all		NP	yes	22
104675:18	i think 0 they all that-, thought, well, we have a live one.	all		NP	no	13
104681:7	i never got into them.	never		ADVP-TMP	no	5
104721:44	i, i've, i've always heard these things.	always		ADVP-TMP	no	9
104722:10	i've never bothered *-1 to dig it out and make * sure,	never		ADVP-TMP	no	13
104765:53	they, uh, you wish that there could just be money for all these problems because they're all so serious, you know.	all		NP	no	22
104765:69	they, uh, you wish that there could just be money for all these problems because they're all so serious, you know.	all		VP	no	22
104767:10	and then all of a sudden it's the most important thing.	all		NP	yes	12
104794:149	but, we have such an affluent a-, society, society that i wonder if, if we took a little from here and there and the other if we might wind up with a, a cure for just about everything.	everything		NP	no	38
104809:16	and then you have all the arts that, that *t*-1 are nice and aesthetic,	all		NP	no	14
104814:47	they certainly do well for those who *t*-1 go to the symphony orchestra and all that,	all		NP-ETC	no	16
104815:17	but, uh, had all that donation and time and labor and effort gone toward something else,	all		NP-SBJ	no	16
104827:30	i, uh, i've never,	never		ADVP-TMP	no	5
104860:43	i, i honestly feel 0 if people have nothing 0 * to hide *t*-1, they shouldn't have a problem with it.	nothing		NP	no	22
104870:45	they, they're talking about sports and sports personalities and all this stuff that i, i would much, much prefer *-2 having doctors and airline pilots tested *-1 on a random basis *t*-3.	all		NP	no	33
104895:29	and the last dentist didn't even use gloves at all,	all		ADVP	no	11
104921:12	but, with all the accidents, just with, with, uh, everything happening with, just	all		NP	no	13
104921:50	but, with all the accidents, just with, with, uh, everything happening with, just	everything		NP-SBJ	no	13
104996:13	and we had every kind of things from canoes to paddle boats, sailboats, speedboats,	every		NP	no	14
105014:14	and that didn't always work.	always		ADVP-TMP	no	6
105047:12	and i got all ready *-1 to go	all		ADJP-PRD	no	8
105072:43	i've, i've, uh, done about all 0 i dare *-1 do *t*-2 on skis.	all		NP	no	16
105075:60	and i just can't risk it right now *-1 being a head of the family and the breadwinner and all that.	all		NP-ETC	no	22
105128:17	we have a business trip every fall.	every		NP-TMP	no	7
105163:39	and i know 0 they've changed it a lot and upgraded everything,	everything		NP	no	13
105205:17	* be excited about all of it.	all		NP	yes	7
105237:24	i don't mind the pool life at all during the day.	all		ADVP	no	12
105261:68	i would have *-1 to say 0 we both end up *-2 going to las vegas, uh, probably once every maybe year and a half.	every		NP	no	25
105279:26	and i said now that we have all the miles, we better start *-1 using them.	all		NP	no	16
105402:26	well, i think 0 that's all that we need *-1 to say *t*-2.	all		NP	no	14
105423:85	but i think 0 our latest sat-, statistic said 0 something like ninety-nine point nine eight percent were, uh, testing negative on all the dru-, on, on all the testing.	all		NP-UNF	no	30
105423:115	but i think 0 our latest sat-, statistic said 0 something like ninety-nine point nine eight percent were, uh, testing negative on all the dru-, on, on all the testing.	all		NP	no	30
105491:9	and you never know	never		ADVP-TMP	no	4
105507:115	also, i guess 0 you can, you know, get the wrong kind of stuff and kill yourself just by *-1 having a wrong mix of or watered down or or whatever, all kinds.	all		NP	no	33
105530:38	but, you know, i think 0 they can test all 0 they want *?* for drugs you know,	all		ADVP	no	19
105558:123	there's several reason why i, i could think of *t*-1 right now why we shouldn't have it *t*-2 such as drug testing, they say, runs approximately a thousand dollars a person every time 0 you do it *t*-1.	every		NP	no	40
105589:17	but, yet they spend all the money on drug testing	all		NP	no	10
105593:21	and if they weren't spending all the money on drug testing, people could have got a raise.	all		NP	no	18
105641:41	i, i just can't imagine them screening all these employees, paying a thousand dollars *-1 to get them.	all		NP	no	19
105644:6	for all the, the pub-,	all		NP-UNF	no	5
105722:7	i never, uh, returned to work for the p-,	never		ADVP-TMP	no	9
105738:15	but i do make all my own clothes	all		NP	no	8
105759:15	and cleveland isn't all as bad as what you've heard *t*-1.	all		ADJP	no	13
105764:15	but, i have never heard *rnr*-1 and i have actually never run into *rnr*-1 anyone into the china painting	never		ADVP-TMP	no	19
105764:37	but, i have never heard *rnr*-1 and i have actually never run into *rnr*-1 anyone into the china painting	never		ADVP-TMP	no	19
105790:15	and we would meet every thursday morning at our instructor's home, because she did our firing for us,	every		NP-TMP	no	19
105826:12	so you eat all your meals out.	all		NP	no	7
105858:56	uh, there's two restaurants that i particularly like *t*-1 that i, every time 0 i get into texas *t*-2 or i get into atlanta, georgia *t*-2, i make * sure 0 i go *t*-3,	every		NP	no	35
105884:3	all right?	all		INTJ	no	2
105920:22	but in the addison, well about everything that you could want *t*-1 in dallas is in the addison area, anyway.	everything		NP	no	20
105977:25	the people drove me crazy first of all	all		NP	no	8
105988:3	all right,	all		INTJ	no	2
105992:27	i make it a habit of * always going out to pasta oggi's which *t*-1 is right down there in ad-,	always		ADVP-TMP	no	22
106034:22	uh, well, they don't always.	always		ADVP-TMP	no	6
106047:49	i guess 0 that's what they need *t*-1 for their machines to get everything down pat,	everything		NP	no	17
106130:49	and that, the other major factor is that she needs blood transfusions every week to ten days, and would have *-1 to be hospitalized *-2 a day or two,	every		NP-TMP	no	29
106157:19	and, you know, all kinds of physical problems,	all		NP	no	8
106240:12	and i've never painted anyth-,	never		ADVP-TMP	no	6
106241:7	i always thought 0 it would be,	always		ADVP-TMP	no	7
106263:34	so i had it, had it all over my hands.	all		ADVP	no	10
106265:10	i had never painted anything,	never		ADVP-TMP	no	5
106276:19	but i just had it all over my hands,	all		ADVP	no	9
106282:39	oh, so you had *-1 to go around with paint all over you, temporarily, anyway.	all		ADVP	no	15
106289:39	i had *-1 to drive to the store with paper towels all over my hands * to go *-2 buy some paint thinner, and mumblex and everything like that,	all		ADVP	no	29
106289:93	i had *-1 to drive to the store with paper towels all over my hands * to go *-2 buy some paint thinner, and mumblex and everything like that,	everything		NP	no	29
106306:24	it says safe for children, and all that.	all		NP	no	8
106313:120	and uh, the, one of the real strict, uh, restrictions, was the fact that she had *-1 to have a special kind of paint that *t*-2 was fire proof and lead free and all that other good stuff	all		NP	no	38
106337:79	and, uh, if you saw that the wood was getting wet, you know, that was, that was all 0 you needed *t*-1.	all		NP	no	22
106344:11	it used all of it.	all		NP	yes	5
106434:25	well, how long did it take you all *t*-1?	all		NP	no	9
106443:21	so there was two of you all?	all		NP	no	7
106446:33	there was, they were doing all sorts of repairs,	all		NP	no	9
106455:58	so now i feel like if i ever buy a house, i can probably paint, if nothing else.	nothing		NP	no	18
106468:67	but i didn't realize what, you know, pain it *exp*-2 is *t*-1 * to clean the brushes and everything, if you don't have latex	everything		NP	no	26
106491:9	my husband always says 0 he earns it, and i have *-1 to spend only what he earns *t*-2.	always		ADVP-TMP	no	19
106499:9	and he always threatens that when i spend more than, what *t*-1's coming in *t*-3, i have *-2 to go back to work	always		ADVP-TMP	no	24
106518:41	we try *-1 to save a little bit, although we're not always successful,	always		ADVP-TMP	no	14
106532:32	and most of our expenses *ich*-1 are fairly the same every month with the exception of utilities and things like that,	every		NP-TMP	no	21
106540:17	uh, i don't always succeed at that.	always		ADVP-TMP	no	8
106561:27	well, we had new cars, um, always until about four years ago,	always		ADVP-TMP	no	12
106573:30	and i said * look, you guys are all into car payments,	all		VP	no	12
106600:58	and i said, you know how when you have a bad one *t*-1, you say, never again *t*-2	never		ADVP-TMP	no	18
106612:48	and we still know now that we have this car 0 * to put all the miles on *t*-1.	all		NP	no	19
106616:14	this is for all the long running back and forth on, you know interstate driving and things,	all		NP	no	17
106630:63	but we have found that by * trading in and going through a dealer, and we always make a deal.	always		ADVP-TMP	no	20
106631:72	i mean, we have walked out of more dealerships *-2 saying, * don't bring us the manager *ich*-3, and all of that unless you want *-1 to bring him right away.	all		NP	yes	32
106647:8	do you all keep a budget,	all		NP-SBJ	no	6
106651:22	i, i never keep a budget.	never		ADVP-TMP	no	6
106656:68	and, uh and it's, it's sor-, sort of always worked.	always		ADVP-TMP	no	12
106689:49	and * a seems like the problem that they were having *t*-1 of all the, of all the things that *t*-3 worked was * not planning enough for the incidentals that we couldn't think about *t*-2.	all		NP-UNF	no	37
106689:63	and * a seems like the problem that they were having *t*-1 of all the, of all the things that *t*-3 worked was * not planning enough for the incidentals that we couldn't think about *t*-2.	all		NP	no	37
106694:82	you know, the accid-, the accidental fee or the car repair or the things that *t*-1 weren't supposed *-2 to be every month.	every		NP-TMP-PRD	no	24
106697:49	i, i couldn't probably be bothered *-1 *-1 doing that every month,	every		NP-TMP	no	13
106731:33	because if you charge things, uh, you pay all your bills at the beginning of the month, when you get paid *-1 *t*-2,	all		NP	no	23
106739:10	you pay all your bills	all		NP	no	5
106761:41	uh, there was a time when maybe we didn't take all of them off *t*-1,	all		NP	yes	16
106799:132	i know 0 when we were planning *-2 to buy the new car and we hadn't had a car payment in five years *t*-7, we had *-1 to go ahead and write down each month what it was *t*-3 that every penny went for *t*-4, *-9 to see how much *t*-8 was going *-5 to be left *-6,	every		NP-SBJ	no	59
106814:40	but * to, to have lived by that every week would have been tough for me because sometimes i'll spend less on groceries but we'll go out.	every		NP-TMP	no	29
106823:61	i, i started *-1 subbing just *-3 to go on a vacation and saved, all that money so because i knew that you couldn't, you know, spending, five thousand dollars on a vacation, or whatever.	all		NP	no	36
106868:21	and, you know, you never could afford anything although we could afford everything if he wanted *-1 to *?*.	never		ADVP-TMP	no	20
106868:46	and, you know, you never could afford anything although we could afford everything if he wanted *-1 to *?*.	everything		NP	no	20
106880:9	and i never worried about *-1 saving money because we just, we're in the savings plan at work	never		ADVP-TMP	no	19
106895:12	well, we never had too much of that	never		ADVP-TMP	no	8
106899:12	but then we never had any really emergencies that, uh,	never		ADVP-TMP	no	10
106955:20	it may have even spread all over the whole town,	all		ADVP	no	10
106965:52	and you put your bottles *ich*-1 in it and paper and, uh, you know, all those things that wh-,	all		NP	no	19
107033:35	i remember 0 my grandparents and i used *-1 to always get out there on the road and pick up beer cans.	always		ADVP-TMP	no	22
107039:28	so, you know, that's about all the, that we're doing *t*-1 here.	all		NP	no	14
107071:11	oh, and every year, of course, the phone books um, they tell everybody across the city *-1 to, uh, put all their phone books in, uh, the, uh, recycle bins.	every		NP-TMP	no	30
107071:73	oh, and every year, of course, the phone books um, they tell everybody across the city *-1 to, uh, put all their phone books in, uh, the, uh, recycle bins.	all		NP	no	30
107114:27	they're not coming out *-1 ahead at all.	all		ADVP	no	9
107152:21	well, i hope 0 you all, um, uh, come along a little farther in the future.	all		NP-SBJ	no	16
107171:25	my family, like, got together almost every week.	every		NP-TMP	no	8
107183:62	so i mean, how i would go about *-1 doing it *t*-2 is i would just call all my relatives.	all		NP	no	20
107192:14	and we always wer-, we always got together, just always.	always		ADVP-TMP	no	10
